timestamp_ms,right_shoulder_angle,left_shoulder_angle,right_elbow_angle,left_elbow_angle,right_knee_angle,left_knee_angle,fsm_state,is_aligned,right_shoulder_angle_smooth,left_shoulder_angle_smooth,right_elbow_angle_smooth,left_elbow_angle_smooth,right_knee_angle_smooth,left_knee_angle_smooth
62133,122.64395888456684,62.92137113723276,159.3582083241659,99.74799844963908,156.03673175496678,151.92992187065417,ACTIVE,True,121.69658876144922,62.59970424643042,156.219249606223,103.20670685027468,156.7233472644994,151.03368506033033
62166,129.80927586846082,65.81534995958111,159.78258890623974,107.72637992212879,156.7137268098862,148.9126324366264,ACTIVE,True,127.97283095864802,63.533901549100634,157.53517632628743,104.16301710724116,156.2267270940404,150.50452533803207
62200,138.6738707650853,68.59136074267431,163.71357088230994,101.63522798523798,155.54131843567362,149.66739969743912,ACTIVE,True,133.40423084525457,64.34953751194047,159.34930663943618,104.69925894338671,155.10901847314295,149.8881763953816
62233,137.17693683572867,65.57745490260322,160.0633658847265,104.91094120254749,154.5546311292759,149.58948762836152,ACTIVE,True,137.51706743643132,66.11447910688327,161.41913790656966,104.14118389899691,154.37850294979586,149.82635858707798
62266,137.203838935315,63.30128518860893,158.1009462248866,103.3552218007505,154.12322421672897,150.71411266796383,ACTIVE,True,138.00547477732167,65.99632812383052,164.41014414390008,101.50054429674361,154.58901621683324,150.50511996173236
62300,132.17906711198694,62.684613094263575,159.94103312751272,102.62765218534228,153.09211992728945,150.35318339609188,ACTIVE,True,135.07588016984346,63.93575920692686,165.63626732385615,103.41103098728985,155.05601307465201,151.6182317079015
62333,130.0394238247602,64.86031292547547,163.95642378721845,100.14959144600448,154.15973598537303,153.12701057960814,ACTIVE,True,127.74872284879649,61.66166036239731,161.64554639497618,104.47754450111928,155.32387539321758,153.02470696419797
62366,123.04579597819304,62.809601959232694,161.68873970390842,104.86820962697601,156.8835296962507,155.24130014715053,ACTIVE,True,117.00678047578972,59.13290530527422,152.22740327351,106.89136402342544,155.5670023949233,154.27785215505526
62400,106.69250235603866,51.8164960489239,156.6864953153045,110.72613054416017,158.44144452026208,156.21176872986516,ACTIVE,True,104.4894913666281,57.34111707100074,141.12048937503545,108.48593656165406,155.49177981172176,155.59337283669322
62433,93.88659720750555,56.71977948346206,129.4884711855307,113.23943358877848,156.45773314461047,156.17250582784868,ACTIVE,True,92.01534549388018,55.74875975076519,127.58188552142522,109.90420043356326,155.41578039056733,156.47298870110262
62466,72.62188253555031,53.0656537095835,94.29596074717114,113.3710728782624,152.9898106920543,156.33786379741974,ACTIVE,True,81.2739808277298,54.54558393113888,114.13048016656725,110.760776315545,155.25777913821418,156.92630563937504
